#TIC ID,CTOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Midpoint (BJD),Midpoint err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Radius (R_Earth),Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
25879023,25879023.01,,,,,,,,PC,,13.9819,0.006,248.849498,-50.987539,-1.162,2.902,-13.752,2.902,2458630.50963232,.00377192,2.04948261,0.0005954,32.309796,1.542841,29320,1420,3.348,0.584,86.7,2.8,.307,.261,.17124,.00588,5.33,.48,13.47,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-13 10:41:06,bouma,tfopwg,18718,"Crowded. HJ or EB. Collinder 307 (CG18, 30Myr). pmDec off."
26474800,26474800.01,,,,,,,,PC,,13.5547,0.007,291.554386,51.043089,-9.611,0.034,-24.45,0.036,2458684.548589971,,0.8059426573068061,,10.591861,,9708.03391777416,,3.157705784150143,,,,.9780548608988708,,.09852935561432521,,,,,,,,,,,,,,,,,,,,,,,,1375.61,30.085,5016.02,50.9988,,,2.6213,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-8078.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
26748546,26748546.01,,,,,,,,PC,,14.6806,0.007,292.756071,49.264518,-3.077,0.044,-7.543,0.055,2458688.033109335,,5.9019086700844765,,28.697146,,26084.805502757525,,4.9070947718869675,,,,.42103855691188735,,.16150791157945646,,,,,,,,,,,,,,,,,,,,,,,,1974.48,99.54,5742,125,3.9907,,1.69864,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-6085.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27318774,27318774.01,,,,,,,,PC,,14.4394,0.008,294.996342,50.470046,4.282,0.047,-1.88,0.04,2458686.6735996557,,3.2450874655608386,,26.608177,,24209.177858643383,,8.116843084593315,,,,.9999994750237559,,.1555929878196424,,,,,,,,,,,,,,,,,,,,,,,,1140.95,26.315,5778,25,4.37783,,1.09304,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-186.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27354439,27354439.01,,,,,,,,PC,,12.4969,0.007,214.492781,37.297784,22.203,0.03,-36.74,0.043,2458738.7907,,0.485982,0.000072,1.333669,0.061454,1227.6,56.6,0.552,0.029,,,,,,,,,1.52,.03,,,257.5,,1021,,,,.00884,,,,,,,,,,59.0302,.10535,3462,157,4.82881,.00313684,.397665,.0117764,2020-01-02 17:41:32,damboiu,,8507,"USP Candidate, low s2n"
27774415,27774415.01,,,,,,,,PC,,13.2394,0.007,296.200551,49.14003,-2.78,0.032,-12.122,0.036,2458686.3091935376,,4.94136769437929,,9.1637,,8404.56234157766,,4.045122071560131,,,,.7263512409615339,,.0916764001342639,,,,,,,,,,,,,,,,,,,,,,,,739.412,11.158,5550.93,21.5889,4.18442,,1.32567,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-128.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27847307,27847307.01,,,,,,,,PC,,13.6764,0.009,296.507374,49.457231,0.755,0.116,-13.288,0.106,2458684.5407236917,,2.497575212640493,,26.529724,,24138.666067425478,,5.5229668857486285,,,,.7690914286863036,,.15536623206934472,,,,,,,,,,,,,,,,,,,,,,,,1122.19,74.875,6015.1,24.9,4.15674,,1.45655,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-1416.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27916356,27916356.01,,,,,,,,PC,,12.6877,0.007,296.837248,48.239969,0.961,0.025,8.429,0.026,2458684.0863739303,,3.235977802119727,,8.967452,,8225.314138761416,,5.608324877714772,,,,.8224565676700134,,.09069351762260308,,,,,,,,,,,,,,,,,,,,,,,,587.039,5.0285,5613,107.744,4.19602,.0759671,1.31474,.059593,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-17.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27990610,27990610.01,,,,,,,,PC,,14.4889,0.008,297.015464,49.225299,-2.464,0.043,-3.825,0.047,2458685.1539520263,,2.814751912857837,,3.28,,3016.4328385797467,,2.030553451234142,,,,.00004369134868289728,,.05492206149244352,,,,,,,,,,,,,,,,,,,,,,,,939.744,17.915,5413,122,4.39994,,1.01304,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-767.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
29478974,29478974.01,,,,,,,,PC,,10.619,0.006,314.081686,-26.588698,17.123,0.114,-39.198,0.072,2458326.4654,,24.90278,,4636.327172,,986021.224468432,,3.33333333333333,,,,,,,,,,9.96490619535896,,,,,,,,,,,,,,,,,,,,197.173,2.881,4737,77,,,1.75839,,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
29478974,29478974.02,,,,,,,,PC,,10.619,0.006,314.081686,-26.588698,17.123,0.114,-39.198,0.072,2458333.7848,,12.45833,,2896.048467,,930564.652542362,,3.33333333333333,,,,,,,,,,22.6316204773103,,,,,,,,,,,,,,,,,,,,197.173,2.881,4737,77,,,1.75839,,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
29667425,29667425.01,,,,,,,,PC,,10.2633,0.006,315.330873,-27.31751,6.063,0.106,-21.191,0.072,2458335.9584,,,,6146.424417,,996521.193817212,,2,,,,,,,,,,6.6749670188886,,,,,,,,,,,,,,,,,,,,234.097,4.5865,5670,126.501,4.04936,.0793904,1.57066,.0815428,2019-05-25 09:17:28,lipponen,,3787,"sector1"
29786532,29786532.01,,,,,,,,PC,,14.5317,0.006,109.978473,-40.231884,-9.834,0.073,6.506,0.084,2458493.009889008,.0008533117361366749,1.5878844940770864,0.00010213645650813952,245.215476,26.312327,202163.6677133884,23943.249745283374,2.369187986195578,0.056722419624215765,82.72427161544246,.6133751257470124,.7967204455508694,.06932400678233062,.44962614215967067,.03765447039447417,6.291003586248814,.1462038186523067,41.51029650683124,12.453088952049372,,,,,,,,,,,,,,,,,,,315.71,4.2125,3645,122,4.3072,,.846396,,2019-09-18 09:12:28,bouma,tfopwg,5722,"Cand HJ/BD, Collinder135 (40 Myr). Rp is OK (Burrows+2001). CMD good (pre-MS). RA/dec on outskirts. (CDIPS; Bouma+19)."
29986808,29986808.01,,,,,,,,PC,,10.4281,0.006,72.912417,-68.270346,32.937,0.153,65.116,0.181,2458325.6324,,2.134028,,7062.6987,,998504.038144169,,1.26666666666667,,,,,,,,,,5.72211671898283,,,,,,,,,,,,,,,,,,,,218.233,3.7885,6276,135.281,4.32471,.0888507,1.26367,.061206,2019-05-25 09:17:28,lipponen,,3787,"sector1"
29986808,29986808.02,,,,,,,,PC,,10.4281,0.006,72.912417,-68.270346,32.937,0.153,65.116,0.181,2458326.6922,,2.122917,,6085.932313,,996321.870001908,,1.33333333333333,,,,,,,,,,8.9724281569239,,,,,,,,,,,,,,,,,,,,218.233,3.7885,6276,135.281,4.32471,.0888507,1.26367,.061206,2019-05-25 09:17:28,lipponen,,3787,"sector1"
31273263,31273263.01,,,,,,,,PC,,10.7858,0.006,88.103754,-68.159441,5.418,0.049,26.235,0.048,2458337.8598,,,,1795.812763,,808717.651750035,,8.03333333333333,,,,,,,,,,118.56853801958,,,,,,,,,,,,,,,,,,,,495.635,5.735,5631.77,122.057,3.46682,.0805734,3.05932,.162,2019-06-06 03:40:31,lipponen,,3787,"sector1"
32150630,32150630.01,,,,,,,,PC,,11.9631,0.006,59.244576,-68.625973,35.835,4.138,37.421,4.138,2458325.719,,1.494444,,2370.726831,,887355.687755761,,1.83333333333333,,,,,,,,,,25.803044506485,,,,,,,,,,,,,,,,,,,,,,4323,173,,,.704821,.0703579,2019-05-25 09:17:28,lipponen,,3787,"sector1"
32150630,32150630.02,,,,,,,,PC,,11.9631,0.006,59.244576,-68.625973,35.835,4.138,37.421,4.138,2458326.4704,,1.488889,,3974.745354,,974290.012922452,,1.43333333333333,,,,,,,,,,12.3272796079202,,,,,,,,,,,,,,,,,,,,,,4323,173,,,.704821,.0703579,2019-05-25 09:17:28,lipponen,,3787,"sector1"
36595388,36595388.01,,,,,,,,PC,,14.2346,0.035,250.122387,-49.051126,0.95,0.112,-4.699,0.075,2458630.87361759,.00395223,1.7381149,0.0005419,75.656699,27.711199,67310,25200,4.288,0.384,67.9,2.5,.993,.12,.25944,.06867,2.64,.14,52.26,15.68,,,,,,,,,,,,,,,,,,,993.873,80.83,5970,122,3.94657,,1.8469,,2020-04-13 10:41:06,bouma,tfopwg,18718,"10 Myr EB or HJ. PMS K dwarf host (NGC 6193, CG18)."
39018208,39018208.01,,,,,,,,PC,,11.1032,0.006,12.089468,-66.160258,-2.821,0.042,3.22,0.037,2458327.9262,,6.645833,,6007.623652,,996046.784046854,,2.93333333333333,,,,,,,,,,10.5341899780203,,,,,,,,,,,,,,,,,,,,399.552,3.6405,6081.5,116.224,4.08411,.0771962,1.60484,.0737939,2019-06-06 03:40:31,lipponen,,3787,"sector1"
39018208,39018208.02,,,,,,,,PC,,11.1032,0.006,12.089468,-66.160258,-2.821,0.042,3.22,0.037,2458331.1013,,6.660417,,3933.976174,,973306.253579002,,2.23333333333333,,,,,,,,,,27.3735196484059,,,,,,,,,,,,,,,,,,,,399.552,3.6405,6081.5,116.224,4.08411,.0771962,1.60484,.0737939,2019-06-06 03:40:31,lipponen,,3787,"sector1"
41896812,41896812.01,,,,,,,,PC,,10.7553,0.007,21.443316,-39.936292,29.155,0.035,-2.636,0.042,2458354.2466,,1.259028,,68.700437,,61315.1141578699,,3.46666666666667,,,,,,,,,,48.1217279577235,,,,,,,,,,,,,,,,,,,,388.085,4.926,6114,138.455,3.99713,.0817107,1.78164,.0845278,2019-12-29 08:24:43,lipponen,,8409,"new CTOI"
41896812,41896812.02,,,,,,,,PC,,10.7553,0.007,21.443316,-39.936292,29.155,0.035,-2.636,0.042,2458354.8619,,1.263194,,440.260195,,333353.010667622,,3.43333333333333,,,,,,,,,,112.204334424375,,,,,,,,,,,,,,,,,,,,388.085,4.926,6114,138.455,3.99713,.0817107,1.78164,.0845278,2019-12-29 08:24:43,lipponen,,8409,"new CTOI"
46029346,46029346.01,,,,,,,,PC,,11.7803,0.006,131.826478,-57.190515,-8.353,0.049,2.456,0.045,2458545.00952228,.00295224,1.38134931,0.00030061,49.900623,33.037085,44920,29970,1.512,0.353,82.9,4.8,.798,.582,.21169,.09997,6.47,1.77,25.45,12.08,,,,,,,,,,,,,,,,,,,359.347,3.3135,6089,133.913,4.41046,.0833791,1.10219,.0534046,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand HJ, Theia 163 member (60 Myr; KC19). Deep transit. Multisector."
48018596,48018596.01,,,,,,,,PC,,9.00772,0.006,281.576196,50.492466,-61.841,0.049,26.834,0.045,2458713.46,.01,0,0,1.629827,0.543004,1500,500,4.8,1,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,126.279,.395,5660,124.128,4.10485,.0742244,1.47127,.0724272,2020-05-16 02:59:51,eisner,,19143,"PHT candidate. Single transit event."
48217457,48217457.01,,,,,,,,PC,,14.3168,0.007,282.966215,48.345055,1.565,0.043,1.242,0.042,2458686.225070859,,3.1272869856525785,,4.218138,,3877.5115790022223,,2.5176822929048708,,,,.6643222356476696,,.06226966821015045,,,,,,,,,,,,,,,,,,,,,,,,1145.28,29.165,5983,122,4.3973,,1.09921,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-194.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
49678165,49678165.01,,,,,,,,PC,,12.9993,0.007,351.517489,-10.623807,158.953,0.144,8.092,0.1,24581371.1945,.0038,35.64,32.19,,,,,,,90,.36,,,.1,.01,74.13,64.74,3.02,.21,,,.3,.3,,,,,,,,,,,,,,,39.2716,.12275,3064,157,4.94194,.00769985,.285641,.00854479,2019-02-21 16:01:33,christiansen,,2163,"Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf"
50380257,50380257.01,,,,,,,,PC,,9.237701,0.006,32.980774,-72.678776,41.405,0.047,30.072,0.054,2458326.9463,,1.348611,,5502.734388,,993706.29699585,,2.66666666666667,,,,,,,,,,12.8087134442246,,,,,,,,,,,,,,,,,,,,185.952,.9555,6623,137.864,4.21473,.087915,1.52467,.0641759,2019-05-25 09:17:28,lipponen,,3787,"sector1"
52079677,52079677.01,,,,,,,,PC,,11.9028,0.006,17.304042,-67.918963,7.323,0.049,-1.059,0.035,2458338.2539,,9.034722,,3677.380785,,966189.804175897,,3.83333333333333,,,,,,,,,,23.0811482715344,,,,,,,,,,,,,,,,,,,,588.257,9.0225,6001,124.324,4.04875,.080608,1.64938,.0803015,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
52079677,52079677.02,,,,,,,,PC,,11.9028,0.006,17.304042,-67.918963,7.323,0.049,-1.059,0.035,2458333.833,,9.041667,,5022.030889,,990200.86717492,,3.5,,,,,,,,,,12.4258867191573,,,,,,,,,,,,,,,,,,,,588.257,9.0225,6001,124.324,4.04875,.080608,1.64938,.0803015,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
53309262,53309262.01,,,,,,,,PC,,14.128,0.007,116.975483,57.698454,26.247,0.094,-26.644,0.078,2458863.1,.1,0,,21.934811,5.442298,20000,5000,6.5,2,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,122.694,1.05,3373,157,4.82922,.00369224,.397211,.012198,2020-05-15 07:01:20,eisner,,19127,"PHT candidate. Single Transit event."
53682439,53682439.01,4,4,3,4,4,4,4,PC,PC,15.3426,0.007,103.310506,-27.179131,-1.657,0.069,4.581,0.081,2458492.0882824035,.0013689692132174967,0.6413456209562327,0.00006495969016478975,55.401546,28.653386,49746.710746377306,26045.551547798485,1.249975883663664,0.2658076361278069,81.13600234310084,7.186897209807711,.642938838109815,.534483478812983,.22303970665865147,.08257267907627833,4.172500915475819,.8767694030437032,19.473929083644226,5.842178725093268,,,,,,,,,,,,,,,,,,,489.416,12.178,3725,122,4.37957,,.800462,,2019-10-05 04:24:56,bouma,tfopwg,5722,"Zari+18 pre-MS dwarf, w/ cand close-in giant planet (else EB). ~4% amplitude spot signal. (CDIPS; Bouma+19)"
53843023,53843023.01,,,,,,,,PC,,10.3852,0.006,327.638875,-26.556512,9.312,0.073,-13.399,0.07,2458328.04,.01,0,0,2.173647,0.543004,2000,500,3.8,1,,,,,,,,,3.7,2,,,,,,,,,,,,,,,,,,,92.1219,.4299,4713,125.814,4.49053,.094358,.815268,.0598116,2020-05-22 04:08:42,eisner,,19233,"PHT candidate. Single transit event."
55404385,55404385.01,,,,,,,,PC,,6.6081,0.006,78.013178,-65.175456,40.091,0.046,58.908,0.059,2458326.8029,,2.95,,2541.134889,,903717.791306244,,3.26666666666667,,,,,,,,,,63.696266318294,,,,,,,,,,,,,,,,,,,,61.8944,.08765,6562,116.523,4.11706,.0858952,1.68762,.0693668,2019-06-06 03:40:31,lipponen,,3787,"sector1"
55404385,55404385.02,,,,,,,,PC,,6.6081,0.006,78.013178,-65.175456,40.091,0.046,58.908,0.059,2458328.2751,,2.951389,,3622.949497,,964451.588308822,,3.03333333333333,,,,,,,,,,38.7035725369134,,,,,,,,,,,,,,,,,,,,61.8944,.08765,6562,116.523,4.11706,.0858952,1.68762,.0693668,2019-06-06 03:40:31,lipponen,,3787,"sector1"
55497281,55497281.01,,,,,,,,PC,,7.198,0.006,71.718168,-60.602964,49.528,0.065,130.922,0.084,2458330.8973,,14.90278,,1276.02923,,691263.264402461,,8.33333333333333,,,,,,,,,,97.2495507783636,,,,,,,,,,,,,,,,,,,,65.9713,.1256,6135,125.015,4.13736,.0808893,1.52258,.0687437,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
55524055,55524055.01,,,,,,,,PC,,11.8378,0.006,72.053545,-63.695394,32.841,0.047,27.794,0.058,2458325.3863,,2.648611,,1941.438008,,832727.40401457,,1.93333333333333,,,,,,,,,,35.3573607455189,,,,,,,,,,,,,,,,,,,,186.412,.9245,4978.42,136.607,4.60755,.0954136,.74502,.0523291,2019-06-06 03:40:31,lipponen,,3787,"sector1"
55524055,55524055.02,,,,,,,,PC,,11.8378,0.006,72.053545,-63.695394,32.841,0.047,27.794,0.058,2458326.7141,,2.648611,,3211.807296,,948086.885899297,,2,,,,,,,,,,19.6972674534673,,,,,,,,,,,,,,,,,,,,186.412,.9245,4978.42,136.607,4.60755,.0954136,.74502,.0523291,2019-06-06 03:40:31,lipponen,,3787,"sector1"
55659311,55659311.01,,,,,,,,PC,,9.7909,0.006,74.117493,-64.487392,16.7,3,32.2,2.8,2458333.2503,,,,1723.701789,,795581.929624859,,11.6666666666667,,,,,,,,,,69.1666758509751,,,,,,,,,,,,,,,,,,,,224.174,,6351,,,,1.40249,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
55659311,55659311.02,,,,,,,,PC,,9.7909,0.006,74.117493,-64.487392,16.7,3,32.2,2.8,2458347.4712,,,,2457.4673,,896004.851325378,,10.0333333333333,,,,,,,,,,49.3337128741899,,,,,,,,,,,,,,,,,,,,224.174,,6351,,,,1.40249,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
63452790,63452790.01,,,,,,,,PC,,13.814,0.006,292.855719,46.391188,-2.007,0.041,3.755,0.045,2458684.144416277,,2.6857405655726967,,1.477303,,1359.7211750699214,,2.1828225892286746,,,,.002480438559499566,,.036874397284158034,,,,,,,,,,,,,,,,,,,,,,,,758.753,12.76,5616.02,121.761,4.4174,,1.01895,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-183.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
67600790,67600790.01,,,,,,,,PC,,12.6358,0.006,241.658439,-27.465485,-8.932,0.182,-23.441,0.079,2458630.47617527,.00510728,0.96085356,0.00035676,3.915703,0.401797,3600,370,1.782,0.456,83.6,6.5,.449,.461,.06004,.00439,4.02,.85,7.76,1.15,,,,,,,,,,,,,,,,,,,156.111,2.227,3339,98.9566,3.8488,.168488,1.18574,.152955,2020-04-13 10:41:06,bouma,tfopwg,18718,"Hot superNept. PMS M dwarf (Zari+18). Prot  0.8d, RotAmp 5%."
70442570,70442570.01,,,,,,,,PC,,5.6605,0.007,339.714464,-33.081281,4.04,0.306,15.473,0.222,2458343.6802,,11.52708,,2152.379319,,862263.744458536,,10.7,,,,,,,,,,152.594347979128,,,,,,,,,,,,,,,,,,,,114.53,2.095,9376,268.533,3.82705,.0747892,3.11744,.13584,2019-06-06 03:40:31,lipponen,,3787,"sector1"
70442570,70442570.02,,,,,,,,PC,,5.6605,0.007,339.714464,-33.081281,4.04,0.306,15.473,0.222,2458335.7148,,11.50486,,3411.237398,,956797.881789084,,8.6,,,,,,,,,,85.4607760463182,,,,,,,,,,,,,,,,,,,,114.53,2.095,9376,268.533,3.82705,.0747892,3.11744,.13584,2019-06-06 03:40:31,lipponen,,3787,"sector1"
78740218,78740218.01,,,,,,,,PC,,11.9019,0.007,103.112741,-22.310554,180.114,0.047,-105.692,0.075,2458472.19683,.00237,2.560154,0.000876,,,0,0,0.094,0.002,89.96,.9,.007,.148,.0772,.002,9.4,.2,4.11,.17,,,34,2.8,672.5,13.9,,,.03,.0001,0,0,,,,,,,58.438,.17945,3455,157,4.74613,.0078827,.490046,.0146733,2019-06-10 08:50:14,cloutier,,4046,"new CTOI from ORION (https://arxiv.org/abs/1812.08145)"
91369561,91369561.01,,,,,,,,PC,,10.9545,0.006,312.56831,-42.217968,5.167,0.087,-5.723,0.058,2458325.4969,,0.07708333,,9.375207,,8597.71145619254,,1.43333333333333,,,,,,,,,,17.221951461617,,,,,,,,,,,,,,,,,,,,936.456,54.7305,7104.75,109.034,3.6456,.100164,3.13013,.227457,2019-06-22 00:19:17,lipponen,,3787,"sector1"
91369561,91369561.02,,,,,,,,PC,,10.9545,0.006,312.56831,-42.217968,5.167,0.087,-5.723,0.058,2458326.3872,,3.993056,,83.467735,,73995.9075041421,,7.43333333333333,,,,,,,,,,50.5236570317272,,,,,,,,,,,,,,,,,,,,936.456,54.7305,7104.75,109.034,3.6456,.100164,3.13013,.227457,2019-06-22 00:19:17,lipponen,,3787,"sector1"
91369561,91369561.03,,,,,,,,PC,,10.9545,0.006,312.56831,-42.217968,5.167,0.087,-5.723,0.058,2458328.3775,,3.992361,,760.264021,,503528.421548976,,11.2666666666667,,,,,,,,,,131.796210280039,,,,,,,,,,,,,,,,,,,,936.456,54.7305,7104.75,109.034,3.6456,.100164,3.13013,.227457,2019-06-22 00:19:17,lipponen,,3787,"sector1"
92349924,92349924.01,,,,,,,,PC,,10.8199,0.006,313.659442,-32.123248,-9.857,0.093,0.166,0.061,2458325.6681,,8.800694,,21.00341,,19158.9448610857,,2.66666666666667,,,,,,,,,,32.9916865082824,,,,,,,,,,,,,,,,,,,,399.987,9.6705,6334.65,110.402,3.99153,.0808396,1.8695,.0865728,2019-06-22 00:19:17,lipponen,,3787,"sector1"
